Old Ward Code,New ward code,Ward,Borough,lifespan,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,Deliberate Fires - 2013,% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
00ALHA,E05000224,Middle Park and Sutcliffe,Greenwich,81.6,13900,2900,8850,2200,20.8,63.5,15.7,37.9,37,3.3,4045.5,24,22.3,5.6,67.6,79.2,83.7,113.6,0.5,1,5652,65.6,20.4,292755,170,35340,5693,8.5,23,27,41.5,50.4,37.3,10.9,11.8,79,9.2,18.5,15.1,6.2,3.4,25.5,7.3,51.5,147,100,329.3,1.8,25.5,29.6,714.3,209.2,64.4,21.9,0.7,37,0.9,2.3,2.8,34.3
00ALHB,E05000225,Peninsula,Greenwich,81.4,24500,4650,18350,1500,19,74.8,6.2,32.9,31,4.5,4155.6,30.6,33,10.4,46.6,78,84.5,136.8,1.3,7,7798,74.2,42.8,379000,516,41840,6436,1.7,5.8,40.1,52.3,36.8,30.6,30,28.2,68.7,3.1,13.6,9.6,3.1,1.6,18.1,4.6,51.3,277,100,302.8,1.4,15,49.5,723.8,213.7,107.6,18.7,0.4,33.7,0.6,4.5,4.3,35.2
00ALHC,E05000226,Plumstead,Greenwich,80.8,17050,3950,11550,1600,23.1,67.6,9.3,34,33,2.4,6854.2,55.4,41.7,14.6,81,78.4,83.1,118.3,1,1,7282,63.9,84.1,249000,159,32390,6047,5.4,15.1,51.9,27.7,47.4,27.3,23.3,29.7,70.3,0,16.3,15.4,5.2,3.4,17.4,8.1,47.4,170,100,305.6,1.5,21.6,25.2,712.8,208.5,78.7,30.6,2.2,41,0.7,3.6,0.9,31.1
00ALHD,E05000227,Shooters Hill,Greenwich,82.7,13750,2750,9050,1900,20.2,66,13.8,38,38,3.8,3486.8,33.5,23.8,5.2,69.3,80.3,85,86.2,0.1,0,6242,69.5,18,270000,196,39030,5487,5.5,27.4,42.9,24.2,64.3,19.5,14.4,18.3,79.6,2.2,13,9,4.5,2.5,13.9,5.1,41.1,320,88.9,320.1,1,19.4,31.3,714.4,209,46.3,16.4,1.1,57.2,1,2.4,2.2,37.4
00ALHE,E05000228,Thamesmead Moorings,Greenwich,77.1,22200,6450,14600,1150,29.1,65.8,5.1,29.8,30,4.8,4218.8,57.6,41.8,12.1,92.2,76.4,77.8,97.3,0.4,2,8273,62.9,48.1,190000,152,34450,7034,5.6,14.6,34,45.8,32.7,38,25.3,33,66.9,0.1,16,16.3,4.7,3.8,18.9,11,49.9,180,100,311.5,1.2,18.7,32.4,711,210,70.5,24,1.1,55.4,0.7,2.6,1,25.7
00ALHF,E05000229,Woolwich Common,Greenwich,79.1,19550,5250,13100,1200,26.7,67,6.2,30.7,30,2.6,6903.8,57.6,41.8,13.6,85.8,76.7,81.7,184.7,1,2,7113,60.5,67,267500,235,30260,6696,3.3,7.6,27,62.2,21.9,50,24.7,52.5,47.2,0.3,20.8,18.2,6,4.9,20.2,10.2,49.8,22,100,313,1.3,21.8,26.7,669.2,200.4,103,35,1.2,39.4,0.6,4,2.5,27.1
00ALHG,E05000230,Woolwich Riverside,Greenwich,78.1,23050,5550,16050,1450,24,69.7,6.3,31.3,31,3.2,6359.4,49,39.4,13.3,79.5,75.9,80.3,146.8,1.1,7,8681,64.7,54.8,266250,262,33540,8361,1.4,4.8,16,77.7,19,50,25.2,55.1,44.8,0.1,20.3,16.4,5.5,3.8,22,9.8,52.6,33,100,309,1.7,19.9,35.2,667.2,206.7,112.8,35,0.8,34.9,0.5,4.5,1.6,28.8
00AMGA,E05000231,Brownswood,Hackney,80.9,13300,1850,10700,750,13.8,80.5,5.7,33.4,31,0.8,15187.5,38.2,42.7,18.6,45.1,76.9,85.2,133.5,0.9,4,6334,72,53.6,440000,221,40070,5203,1.3,4,7.4,87.2,26.1,32,38.5,24,70.9,5.1,16.4,15.8,5.3,2.7,30,5.3,54.7,71,100,295,1.1,14.1,51.7,656.5,211.2,87.3,27.6,0.1,25.6,0.4,6.1,10.8,35.4
00AMGB,E05000232,Cazenove,Hackney,85.2,13800,4050,8850,850,29.3,64.4,6.3,29.6,29,0.7,19214.3,43.3,36.4,16.4,97.7,83.6,86.7,62.5,0.4,1,5744,64.8,39.6,375000,77,38130,4860,2,4.7,15.8,77.7,25.7,33.8,37.2,34.7,54.2,11.1,14.3,22.2,4.7,3.4,11.6,7.2,49.2,110,100,320.4,0.8,23.5,35.6,624.3,206.1,49.7,16.3,0.3,12.8,0.4,4.7,12.4,33.9
00AMGC,E05000233,Chatham,Hackney,80.3,13950,2950,10050,950,21.1,72,6.9,32.5,31,0.9,15055.6,54.4,41.3,14.4,64.9,78,82.7,165.2,0.8,5,5930,63,47.1,415000,220,32510,5732,1.6,2.8,14.2,81.5,20.3,51,24.6,46.9,52.4,0.6,22.1,23.7,7.3,5,27.4,9.7,55.1,13,100,326.3,1,21.1,37.6,680.5,212.9,115.3,41.2,0.2,20.4,0.4,5.8,14.8,31.8
00AMGD,E05000234,Clissold,Hackney,80.8,12650,2450,9300,950,19.3,73.4,7.4,34,33,0.7,17642.9,34.7,32,10.6,49.3,79,82.6,107.6,0.7,1,6683,73.3,26.7,499950,150,45450,5316,1.4,2.8,23.4,72.4,37,34,25.7,25.9,67.2,6.9,13.8,15,5.9,2.5,15.9,5.5,45.8,160,100,345.6,0.7,14.3,53.5,728.5,218.3,75.4,19.5,0.1,12.3,0.5,3.6,18.9,38.4
00AMGE,E05000235,Dalston,Hackney,80.3,15950,2650,12300,1000,16.6,77.1,6.3,33.4,31,0.9,17000,44.5,40.8,14,48.8,78.9,82.1,138.4,1.3,4,8021,70.4,47.1,485000,151,38230,6608,1.8,4,14.9,79.2,23.1,38.9,34,32.3,65.2,2.4,20.8,19.1,5.8,3.8,29.8,6.4,50,21,100,332.3,1.3,15.9,48.6,680,204.7,158.6,40.5,0.3,17.1,0.4,6,18.3,31.6
00AMGF,E05000236,De Beauvoir,Hackney,78.5,15200,2400,11700,1050,15.8,77.1,7.1,33.6,31,0.9,16000,39.9,37.8,11.7,51.5,76.6,80.6,98,0.5,2,7456,71.1,45.9,480000,187,39060,6138,1,5.8,11.2,81.9,23.9,39.9,29.8,32.2,56,11.7,16.1,16.5,4.6,3.2,28.9,6.4,55,68,100,314.9,1.4,15.6,49.8,684.5,203.8,147.9,34.1,0.3,14.2,0.4,4.9,14.1,33
00AMGG,E05000237,Hackney Central,Hackney,79.8,13200,2300,9850,1000,17.5,74.7,7.7,34,32,0.8,16000,52.7,40.5,12.8,53.2,77.3,82.5,149.8,1.1,2,6240,66.6,38.5,450000,117,35260,5618,1.6,3.7,11.7,83,19.7,50.7,27,38.7,59.6,1.7,19.6,21.8,6.4,3.8,25.1,7.6,52.1,23,100,328,1.2,18.4,42,678,208.1,114.6,35.4,0.1,14.1,0.3,6.7,16.9,38.2
00AMGH,E05000238,Hackney Downs,Hackney,80.3,13400,2600,9800,1000,19.5,73,7.5,33.6,32,1,13100,51.7,39.5,15.5,65.9,77.6,83.2,95.8,0.6,4,6214,65.1,38.6,433000,153,35700,5641,2.1,3.4,14.8,79.6,24.4,43.1,29.3,33,64.2,2.9,19.8,20.4,6.6,4.3,25.5,7.5,52.8,20,100,318,1.1,19.3,42.2,735.7,216.6,80,25.2,0.1,33.8,0.4,5.5,17.7,35.6
00AMGJ,E05000239,Haggerston,Hackney,80.1,15250,2200,12150,900,14.5,79.7,5.8,32.7,31,1.2,12166.7,45.6,45.9,17.4,34.8,78,82.2,179.9,3.6,9,7346,67.4,87.4,452500,280,36080,6377,0.9,1.3,4.5,93.3,16.1,44.1,36.2,46.1,51.1,2.9,16.6,17.1,5.3,3.2,29.2,7.5,54.9,10,100,295.3,1.2,16.1,45.8,638.2,201,162.3,40.6,0.9,19.1,0.3,5.7,11.9,28.1
00AMGK,E05000240,Hoxton,Hackney,80.5,16300,2450,12850,1000,15,78.8,6.2,32.5,30,0.8,19750,46.5,44.8,16.6,40,78.1,82.9,100.9,1,2,7412,62.7,65.6,475000,235,34970,6868,0.5,0.7,2.8,95.8,16.6,54.3,24.6,52.4,42.2,5.4,18.3,17.3,5.5,3.6,29.8,7.9,51.2,8,100,322.5,1.2,17.7,41.7,633.3,201.5,127.2,30.6,0.6,27.6,0.3,5.8,10.4,27.1
00AMGL,E05000241,King's Park,Hackney,82,11650,2800,7750,1100,24.1,66.4,9.5,33.1,31,1.8,6305.6,62,43.3,13.4,77.2,78.8,85.4,109.8,0.6,1,4166,57.6,41.9,383000,114,31970,4290,3.9,5.6,26.5,63.9,24.4,57.9,15.8,43.9,56.1,0,20.4,24.9,7.1,5.8,25.3,11.7,53.6,42,100,320.5,1,24.6,30.6,680.1,208,68,28.2,0.3,66.9,0.5,2.9,13.4,36
00AMGM,E05000242,Leabridge,Hackney,77.3,14600,2950,10600,1050,20.1,72.6,7.3,33.1,31,1.1,12954.5,52.7,40.7,17.3,71.5,75.2,79.5,105.9,0.6,1,6620,65.6,45.1,375000,211,35110,5688,2.8,5,25.6,66.6,30,32,35,26.5,71.7,1.8,20,18.1,6.1,3.9,22.2,7.7,51.1,80,100,338.5,1.3,18.5,41.5,667.9,213.6,79.9,24.6,0.3,23,0.5,4.3,15.9,34.5
00AMGN,E05000243,Lordship,Hackney,81.2,12700,3650,8000,1050,28.6,63.2,8.2,31.3,29,1.2,10333.3,30.5,31.4,13.1,100.6,78.3,84.1,75.6,0.4,2,5089,64.6,29.1,420000,97,39940,4696,1.6,6.6,15.9,75.8,28.8,37,31.5,28.2,61.1,10.7,14.7,21.7,5.8,3,11.9,5.9,44.1,101,100,335.9,0.9,24.2,40.4,683.6,208.6,66.5,20.6,0.6,33.6,0.5,3.7,13.6,38
00AMGP,E05000244,New River,Hackney,82.5,14500,4250,9150,1100,29.2,63.2,7.5,30.3,28,1,13450,39.3,40.2,19.4,110,79.4,86,109.4,1.1,8,4631,58.2,68.6,340000,45,35590,4809,2.5,4.5,12.7,80.3,19.8,44.5,32.4,38.2,51.8,10.1,16.3,26.6,5.3,3.5,11.5,7.7,53.2,31,100,320.5,1.3,29,26.6,641.4,206.1,63.1,24,0.4,28,0.4,5,6.6,31.5
00AMGQ,E05000245,Queensbridge,Hackney,80.9,14450,2400,10850,1200,16.6,75.2,8.1,34.2,32,1.1,12727.3,44.7,38.3,11.8,49.9,78.2,83.8,124.8,0.9,3,6868,67.7,41.6,465000,135,36720,6012,2.2,7.5,15.9,74.4,21.2,50.1,24.9,32.5,64.1,3.4,19.5,18.9,6.3,4,23.6,7.2,54.3,17,100,294.4,1.2,18.8,44.6,708.6,214.4,116.8,28.8,0.4,15.6,0.4,4.8,19.1,35
00AMGR,E05000246,Springfield,Hackney,80.8,12800,4200,7650,950,32.7,59.8,7.5,29.6,27,1,12500,44.9,39.4,18.2,127.5,77.6,84.1,85.3,0.5,2,3994,53.8,44,285000,61,33570,4451,2.2,6.4,15.5,75.7,21.4,47,28.1,38.7,53.5,7.7,19.5,29,6.6,4.4,15.5,9.9,49.5,54,100,331.8,1.3,31.7,21.9,663,206.2,73.7,25.4,0.5,26.5,0.4,3.2,6.9,30.9
00AMGS,E05000247,Stoke Newington Central,Hackney,82.2,13050,2100,9950,1000,16.1,76.2,7.8,34.6,33,0.7,18214.3,39.9,36.6,13,50.1,80,84.2,122.2,1,2,7032,73.4,38.9,483125,128,42400,5422,2,3.5,26.8,67.6,33.3,32.2,32.8,25.6,72.2,2.2,15.2,14.5,5.6,3,18.7,4.9,49.9,107,100,327.7,1.1,14.2,52.4,715.1,216.5,93.3,27.7,0.2,13.3,0.4,5.3,18.8,40.1
00AMGT,E05000248,Victoria,Hackney,79.5,13750,2750,9950,1050,20.1,72.4,7.5,33.4,32,0.8,16812.5,44.2,34,10.4,56.1,76.7,82.2,120.6,0.6,1,6251,65.6,36.6,471250,106,37350,5723,2,4.7,17.3,76,23.9,52.3,20.6,33.3,62.5,4.1,20.2,21.4,7.3,3.9,24.3,8.5,50.3,34,100,320.6,1.2,19.5,41.8,677.3,205.8,93,29.1,0.7,21,0.4,4.7,15.8,32.6
00AMGU,E05000249,Wick,Hackney,77.8,12350,2600,8800,950,20.9,71.4,7.7,32.8,31,1.6,7500,51.6,35.1,10.9,49.9,74.9,80.8,125.8,0.6,2,4949,60.4,35.6,340000,133,32890,4904,2.8,6.1,21.3,69.6,20.1,53.8,21,27.9,70.1,2,23.6,23.7,8.3,4.3,30.5,10.4,56.8,5,100,310.6,1.3,22.8,34.4,679.9,206.4,99.8,36.9,0.6,48.8,0.5,3.9,14.6,29.8
00ANGA,E05000250,Addison,Hammersmith and Fulham,82.5,11650,1850,8850,900,16.1,76,7.9,34.8,33,0.6,19083.3,27.9,44.1,15.8,50.9,79.5,85.1,100.3,0.7,5,6873,76.2,68.3,572500,200,43970,5743,0.8,1.9,13.8,83.5,35.8,24.9,37.9,15.2,68.7,16.1,12.6,12.5,5.3,2.6,16.7,3.3,44.7,266,85.7,330.5,1.1,9.3,57.4,635.5,206.8,107.4,24.4,0.1,0.3,0.5,6.5,7.5,39.5
00ANGB,E05000251,Askew,Hammersmith and Fulham,82.1,14300,2550,10550,1200,17.8,73.8,8.4,34.1,33,0.8,17562.5,37,42.5,14.8,59.3,80.1,84,109.2,0.5,0,7621,71.8,48.2,499999.5,198,38450,6470,1.5,4.1,16.2,78.1,31.7,34.8,29.5,7.7,77.8,14.5,15.4,17.5,5.9,4.7,17.3,5.7,49.3,178,100,312.8,1.6,13.7,45.1,668,207.3,75.4,23,0.4,3.6,0.5,3.6,8.9,39.5
00ANGC,E05000252,Avonmore and Brook Green,Hammersmith and Fulham,82.2,12700,1550,9750,1400,12.2,76.8,11,36.3,33,0.9,13722.2,35.5,52.2,20.4,37.6,79.4,84.7,96.3,0.5,6,6573,69.5,66.1,618250,164,43350,6128,0.4,1.6,9,89,34.3,21.9,41.4,7.9,66.6,25.5,9.7,11.1,3.4,1.9,12.7,3,42,334,75,343.1,1.1,9.3,54.5,656.2,226,70.5,16.4,0.1,8.8,0.5,6,6.3,37.5
00ANGD,E05000253,College Park and Old Oak,Hammersmith and Fulham,79.2,10700,2100,7750,900,19.5,72.3,8.2,34,32,3.4,2897.1,50,45.7,19.5,58.1,74.6,83.5,168.2,0.7,5,4075,62.6,63,458000,57,30890,3805,4.6,12.8,33.2,49.3,20.2,55.9,18.3,19.2,79.3,1.6,20.6,18.4,5.3,4.3,27.3,9.6,54,75,100,317.4,1.3,23,31.9,669.2,201.3,115.7,32.1,0.7,43.8,0.4,4.9,4.7,34.8
00ANGE,E05000254,Fulham Broadway,Hammersmith and Fulham,79.4,11550,1650,8750,1150,14.4,75.6,10,35.3,32,0.7,16000,29.9,43.9,15.6,44.9,77.9,80.7,152.8,1,4,6064,72.4,56.7,805000,191,42130,5286,1.1,3.1,20.5,75.3,28.3,36.2,32.8,10.9,61.7,27.4,12.5,14.2,5,2.1,18.9,4,47.3,216,100,294.3,1.2,14.8,47.7,635.3,199.2,95.2,23.8,0,3.1,0.5,5.4,7.8,36.7
00ANGF,E05000255,Fulham Reach,Hammersmith and Fulham,81.1,11800,1550,9250,1000,13.1,78.4,8.5,34.4,31,0.9,12777.8,30.5,43.6,14,40,79.6,82.3,122.2,0.5,5,6331,71,85.3,786250,232,42010,5067,1.4,3,30,65.5,34.5,31.9,31.2,9.6,59.4,30.9,9,9.5,3.6,1.6,15.3,3.8,49.8,341,71.4,343.1,1.1,11.7,51.6,584.6,193.4,98.6,31.2,0.2,20.9,0.5,4.2,8,38.5
00ANGG,E05000256,Hammersmith Broadway,Hammersmith and Fulham,78.9,12250,2000,9000,1250,16.3,73.4,10.4,35.5,32,1.1,10954.5,33.9,40.5,13.4,40.6,77.2,80.6,213.8,2.6,12,6161,69.9,68.5,741250,124,39500,5461,1.2,3.7,18.1,76.6,27.8,39.9,29.8,7.4,71.2,21.4,13.5,16.4,6.1,2.4,20.9,5.3,50.7,207,100,325.4,1.3,15,45.3,587.2,192.1,224.9,51,0.2,9.1,0.5,6,7.3,38.4
00ANGH,E05000257,Munster,Hammersmith and Fulham,82.8,11150,1900,8250,1000,17.1,74,8.9,34.2,32,0.6,18250,19.3,38.3,10.7,50.9,79.8,85.5,77.7,0.3,1,6462,76.7,60.4,745000,211,50240,5052,1,3.3,34.9,60.8,44.8,18.1,35.2,2.8,60.7,36.5,7.6,7.6,3.1,1.2,9.3,2.8,49,407,57.1,279.9,0.9,9.7,56.9,709.1,223.2,64.5,14.3,0,8.5,0.7,3.7,8.7,37.2
00ANGJ,E05000258,North End,Hammersmith and Fulham,80.4,12650,1600,10150,850,12.8,80.5,6.7,33.9,31,0.6,20083.3,34.2,47.9,19.4,35.1,79.2,81.7,106.1,0.5,2,6805,72.7,79.8,558000,140,39510,5745,1,1.6,8.2,89.1,27.9,28.6,40.7,12.2,76.1,11.7,10.7,13.2,4.6,1.8,23.7,4.2,49,253,85.7,300,1.3,11.2,52.6,636.1,202.9,64.6,18.5,0.2,10.7,0.4,5.2,6.2,38.9
00ANGK,E05000259,Palace Riverside,Hammersmith and Fulham,84.4,7600,1400,5050,1150,18.2,66.4,15.3,38.6,37,1.5,5000,15,34.1,8.2,51.1,84.4,84.8,100.5,0.7,2,3720,74.3,48.1,950000,101,53330,3430,1.2,13.6,18.9,66.2,56.7,14.2,25.2,1.2,51.2,47.7,5.7,6.4,2.2,1.1,5.2,2.1,36.8,471,40,309.3,0.9,9.9,56.2,713.4,211.3,90.8,16.4,0.1,54.7,0.9,3.7,9.8,48
00ANGL,E05000260,Parsons Green and Walham,Hammersmith and Fulham,83.1,10850,2100,7550,1200,19.3,69.6,11.2,35.8,34,0.9,11944.4,17.8,38.2,10.8,60.4,80.6,85.5,97.5,1,4,5716,73.7,46.4,1330000,175,55720,4953,1.4,5.9,38,54.6,47.9,20.6,29.4,5.3,42.8,51.9,8.2,8.5,3.5,1.1,7.3,2.6,56.4,383,42.9,321.3,1.2,9.5,56.4,775.2,228.2,124.8,22.2,0.2,9.8,0.8,4.7,6.5,40.3
00ANGM,E05000261,Ravenscourt Park,Hammersmith and Fulham,79.5,11000,1950,7700,1350,17.7,70.1,12.2,37.1,35,1.2,9000,26.7,37.3,11.6,54.1,77.4,81.9,139.9,1.1,0,5531,72.2,26.8,704000,222,45510,5005,2.9,12.1,23.6,61.5,42.7,23.2,31,12.1,47.6,40.3,10.2,10.3,4,1.9,12.6,4.2,50,271,71.4,339.5,1.1,9.9,55.1,674.5,216,101.1,19.7,0.2,16.3,0.6,4,8.4,46.5
00ANGN,E05000262,Sands End,Hammersmith and Fulham,82.4,13550,2550,9850,1150,18.9,72.6,8.6,33.9,32,1.4,9321.4,30.6,39,11.8,51.4,80.1,84.5,99.1,0.9,5,6518,69.3,44.7,827750,319,44170,5958,1,2.5,19.4,77.2,33.8,33.9,26.5,2.6,57.9,39.5,12.6,13.9,4.5,2.7,21.7,6,47.1,270,100,321.3,1.2,12.8,47.6,637.3,197.1,69.6,21.3,0.1,25,0.6,3.4,7.7,34.8
00ANGP,E05000263,Shepherd's Bush Green,Hammersmith and Fulham,79.8,12950,2100,9850,1050,16.2,75.8,8,34.5,32,1.1,11318.2,40.1,47.2,16.4,47.7,76.7,83,199.3,1.5,8,6797,72,85.1,440000,159,36430,5774,1.5,3.6,14.3,80.6,24,37.9,34.8,20.6,66,13.4,16.3,18.1,6.7,4,21.6,5.3,49.5,138,100,331.9,1,13.9,46.5,688.2,219.2,281.4,60.1,0.2,9.7,0.4,5.6,7.9,36.6
00ANGQ,E05000264,Town,Hammersmith and Fulham,84.3,11350,2050,8450,900,17.9,74.3,7.8,33.6,31,0.7,15928.6,22.7,40.5,11.9,41.7,82.5,85.9,83.9,0.8,5,6512,76.4,57.5,690000,166,47940,5211,1.2,3.2,22.2,73.5,35.8,23.7,37,4.5,62.3,33.2,9.5,9.9,3.6,2,14,4.6,53.8,337,57.1,333.9,1.3,9.4,57.9,676.8,210.4,100.7,22.4,0,0,0.6,4.6,6.9,37.6
00ANGR,E05000265,Wormholt and White City,Hammersmith and Fulham,82.6,13750,2950,9500,1300,21.5,69.1,9.4,33.5,31,0.9,14944.4,50.6,45,14.3,63.3,79.1,86,107,0.5,1,5694,62.2,60.1,427500,142,31860,5126,1.9,10,19.3,68.8,26,52.3,18.6,40.4,51.7,7.9,19.6,19.9,6.8,6.1,29.9,11.1,54.8,120,100,308.5,1.3,21.5,32,659,201.1,71.9,25.8,0.2,4.6,0.5,3.2,6.3,38.9
00APGA,E05000266,Alexandra,Haringey,83.5,12050,2450,8250,1350,20.4,68.4,11.3,36.7,37,2.6,4596.2,20.5,26.8,8.5,55.5,81.3,85.5,76.1,0.3,3,6189,76.7,22,625000,177,51450,4695,2.9,17.2,30.4,49.5,65.7,9,24.3,3.5,51.2,45.3,6.8,5.4,2.3,1.4,5.8,2.7,33.5,414,57.1,382,0.6,8,58.5,780.3,230.4,63.6,10,0,52.2,1,3.3,4.6,46.5
00APGB,E05000267,Bounds Green,Haringey,81.3,14400,2550,10500,1350,17.6,72.9,9.4,34.9,33,1.4,10035.7,39.8,48.5,21.5,55.7,79.1,83.2,146.1,1,2,6822,69,60.8,332350,162,34550,5917,3.2,11.3,19.6,65.9,35.3,28.4,32.7,22.8,72.3,5,16.5,17.6,5.6,3.1,19,7.1,47.6,159,100,335,1.4,17.3,37.3,662.8,208.8,82,23.8,0.1,22.8,0.6,4.9,2.6,33.4
00APGC,E05000268,Bruce Grove,Haringey,81,15050,3250,10500,1250,21.7,69.9,8.3,33.5,32,0.9,16388.9,55.9,55.5,23.5,75.3,78.1,84.2,128.6,0.9,5,6192,61.8,105.1,325000,159,30340,5912,5.1,7.4,34.4,53.1,35.9,28.2,32.2,35.6,64.4,0,21.5,22.1,6.6,6.2,24.9,9.9,46.1,30,100,298.7,1.9,22.5,27.6,660.2,209.2,85.2,30.3,0.1,4.9,0.5,4.5,4.5,32.6
00APGD,E05000269,Crouch End,Haringey,84.7,12800,2050,9400,1300,16.2,73.6,10.2,37,36,1.4,8964.3,18,29.2,7.6,61.6,83.3,85.8,93.7,0.4,3,7537,80.9,22.3,563750,212,52070,5980,2.3,7.8,14.4,75.5,50.6,10.2,37.3,14.4,63.6,22,6.1,7.4,2.4,1.4,5.3,1.6,26.9,381,85.7,366.3,0.7,6.4,67,770.7,227.2,67.3,11.5,0,13.9,0.7,3.4,7.6,42.1
00APGE,E05000270,Fortis Green,Haringey,82.6,13000,2500,9000,1500,19.4,69.1,11.5,36.6,35,2,6400,20.1,27.5,8.3,54.5,81.2,83.7,98.1,0.6,5,6423,75.9,25.5,465000,197,49950,5289,5.7,18.4,22.9,53,53.6,11.2,33.2,4.6,62.3,33.1,7.8,7.6,2.9,1.3,7.5,3.1,34.3,420,57.1,375.2,0.8,9.2,58.4,791.6,227,57.9,10.4,0.2,24,0.9,3.1,5.1,41.8
00APGF,E05000271,Harringay,Haringey,82.5,14100,2150,10900,1050,15.1,77.3,7.6,34.2,32,1.6,8562.5,34.5,49.2,24.3,58.3,79.3,85.5,118.6,0.8,5,7404,71.8,133,430000,170,37150,6044,2.3,6.3,25,66.2,38.1,13.9,45.6,30.8,63.4,5.8,16,14.1,4.9,3.3,21.8,4.9,46.4,111,100,302.8,1.5,14,46.6,709,210.8,89.5,23,0.1,45.4,0.5,5.3,6.8,34.5
00APGG,E05000272,Highgate,Haringey,85.1,12100,1800,8900,1450,14.8,73.3,11.9,37.7,35,2.5,4740,18.9,31.5,8.2,46,82.9,87.1,85.4,0.6,7,6704,79,26.3,732500,200,53710,5481,6.9,8.6,16.7,67.8,49.4,11.1,37.4,5.9,60.9,33.1,7.7,7,5.2,1.8,6.8,2.4,41,424,57.1,315.8,1.3,6.4,65.7,669.3,224.5,56.6,10.7,0.2,41.8,0.8,4,5.9,41.8
00APGH,E05000273,Hornsey,Haringey,82.7,13100,2300,9600,1200,17.7,73.2,9.1,35.4,34,1.1,11727.3,31,32.2,10.5,56.8,80.6,84.5,104.2,0.5,0,6753,72.4,23.9,419000,206,40260,5851,1.4,4.2,23.6,70.8,39.8,29.5,27.9,19.2,72.6,8.3,15.3,15.5,5.4,3.6,20.6,6,47.6,155,100,329.4,1.1,13.8,51.5,685.1,215,67.2,17.4,0.2,10,0.6,3.4,6.9,38.2
00APGJ,E05000274,Muswell Hill,Haringey,84.8,11050,1900,7700,1500,16.9,69.5,13.5,38.4,37,1.7,6411.8,16.2,26.1,7,49.8,82.4,87.1,100.1,0.6,0,5922,78.4,16.7,820000,132,53910,4622,2.6,14.1,29.8,53.6,58.5,9.4,30.5,8.3,58.9,32.8,6.3,5.8,2.5,1.2,4.7,2.2,31.5,400,57.1,374.5,0.8,8.3,62.8,841,235.3,71.7,11,0.2,30.7,0.9,3.2,6.6,46.9
00APGK,E05000275,Noel Park,Haringey,81.1,14700,2600,10850,1200,17.8,74,8.2,33.7,31,1.2,11958.3,45.2,51.7,25.4,59.3,77.6,84.6,175.7,1.7,10,6382,63.2,100.5,350000,125,30620,5651,5.7,7.8,36.4,50.1,28.2,38.2,29.3,21.4,76.9,1.8,21.2,18.5,6.9,4.4,25.6,9.8,54.4,25,100,302.1,1.9,20.8,33.8,648.9,201.9,200.7,46.3,0.4,11.5,0.5,6.1,3.2,29.5
00APGL,E05000276,Northumberland Park,Haringey,80.1,15150,3800,10200,1200,25.1,67.1,7.8,32.1,31,1.9,7763.2,60.9,53.5,25.5,83.3,76.3,84.5,173.1,1,10,4914,52.3,64.3,252500,68,25090,5908,4.6,8.2,20.5,66.3,20.5,48.6,25.5,48.7,50.8,0.5,29.5,32.8,9.4,9,25.8,14.8,58.1,1,100,292.8,1.5,29.2,20.2,626.1,199.8,130.5,45.2,0.5,23,0.5,4.1,2.2,31.2
